Tarih;Saat;Toplam (MWh);Doßal Gaz;RÅzgar;Linyit;Taü KîmÅr;òthal KîmÅr;Fuel Oil;Jeotermal;Barajlç;Nafta;BiyokÅtle;Akarsu;Dißer
09.02.2022;07:00;31.190,62;6.929,06;7.411,13;4.575,20;134,00;6.041,10;8,30;1.149,60;1.841,66;0,90;797,46;1.906,15;396,06
09.02.2022;08:00;34.746,68;9.789,58;7.072,60;4.556,40;134,00;6.235,10;8,30;1.168,44;2.347,66;0,80;805,59;2.175,58;452,63
09.02.2022;09:00;36.218,08;10.458,98;6.783,39;4.641,40;130,00;6.262,10;9,30;1.171,70;3.004,56;0,00;813,47;2.429,23;513,95
09.02.2022;10:00;37.001,84;10.588,40;6.637,01;4.474,40;134,00;6.297,10;12,30;1.164,00;3.771,56;0,00;799,15;2.559,57;564,35
09.02.2022;11:00;37.805,33;10.580,90;6.696,32;4.529,40;130,00;6.393,10;11,30;1.166,10;4.266,56;0,00;795,68;2.619,74;616,23
09.02.2022;12:00;37.763,64;10.569,03;6.803,18;4.540,40;130,00;6.489,10;8,30;1.158,20;4.027,11;0,00;795,98;2.582,90;659,44
09.02.2022;13:00;37.749,82;10.549,30;6.644,25;4.575,40;250,00;6.561,10;8,30;1.154,60;3.938,26;0,00;796,78;2.614,65;657,18
09.02.2022;14:00;37.866,06;10.612,00;6.537,68;4.645,40;239,00;6.559,10;8,30;1.148,40;4.115,21;0,00;793,18;2.527,15;680,64
09.02.2022;15:00;37.862,54;10.530,52;6.451,02;4.695,40;251,30;6.608,10;8,30;1.151,10;4.164,66;0,00;797,38;2.593,36;611,40
09.02.2022;16:00;37.924,10;10.606,86;6.294,44;4.771,40;250,00;6.607,10;8,30;1.145,20;4.286,66;0,00;799,60;2.638,22;516,32
09.02.2022;17:00;38.109,30;10.214,06;6.083,02;4.607,40;250,00;6.607,10;8,30;1.147,90;5.266,46;0,70;798,77;2.691,33;434,26
09.02.2022;18:00;38.139,37;10.184,52;5.872,37;4.607,40;245,20;6.606,10;9,30;1.152,40;5.605,06;0,80;811,27;2.635,26;409,69
09.02.2022;19:00;37.881,40;10.133,58;5.620,79;4.548,40;249,60;6.606,10;9,30;1.156,20;5.763,66;0,80;812,57;2.572,90;407,50
09.02.2022;20:00;36.696,49;9.616,04;5.376,97;4.548,40;233,10;6.529,10;9,30;1.160,00;5.527,36;0,80;803,45;2.487,47;404,50
09.02.2022;21:00;35.357,59;8.583,94;5.112,57;4.576,40;241,60;6.528,10;9,30;1.161,70;5.418,56;0,10;798,03;2.522,79;404,50
09.02.2022;22:00;35.103,55;7.961,08;4.974,28;4.604,40;248,20;6.526,10;10,30;1.169,20;5.808,36;0,10;790,07;2.606,86;404,60
09.02.2022;23:00;34.264,54;7.726,14;4.864,60;4.594,40;232,80;6.525,10;10,30;1.170,30;5.436,76;0,10;792,49;2.505,85;405,70
10.02.2022;00:00;33.254,79;6.272,12;5.007,04;4.782,20;246,00;7.126,60;13,30;1.186,60;5.031,17;0,40;773,57;2.416,79;399,00
10.02.2022;01:00;31.343,97;5.625,50;5.181,70;4.737,20;246,00;7.138,60;13,30;1.187,80;3.676,57;0,40;774,94;2.363,06;398,90
10.02.2022;02:00;29.916,97;5.183,10;5.283,94;4.772,80;246,00;7.164,60;13,30;1.188,80;2.481,77;0,40;769,19;2.413,97;399,10
10.02.2022;03:00;29.269,54;5.049,60;5.363,10;4.744,20;246,00;6.846,00;10,30;1.189,40;2.294,77;0,40;771,64;2.355,23;398,90
10.02.2022;04:00;29.068,72;5.050,20;5.393,42;4.735,20;246,00;6.700,40;10,30;1.189,90;2.289,77;0,40;783,04;2.279,19;390,90
10.02.2022;05:00;29.242,57;5.211,70;5.408,64;4.776,20;246,00;6.751,70;10,30;1.189,80;2.240,37;0,40;781,14;2.235,52;390,80
10.02.2022;06:00;30.146,90;6.091,70;5.366,73;4.759,10;246,00;7.019,00;10,30;1.189,70;2.071,97;0,30;779,24;2.221,46;391,40
10.02.2022;07:00;32.293,24;7.518,08;5.230,55;4.776,20;246,00;7.352,60;10,30;1.189,00;2.414,97;1,10;771,29;2.386,60;396,55
10.02.2022;08:00;35.803,97;10.400,83;5.052,21;4.761,40;233,00;7.352,60;13,30;1.185,74;2.875,07;1,10;783,22;2.667,66;477,84
10.02.2022;09:00;36.680,14;10.409,65;4.848,67;4.825,40;233,00;7.350,60;16,30;1.182,10;3.646,37;0,33;796,17;2.732,27;639,28
10.02.2022;10:00;37.925,64;10.871,94;4.795,10;4.805,40;246,00;7.351,60;18,30;1.174,50;4.194,67;0,30;792,29;2.876,62;798,92
10.02.2022;11:00;38.732,71;11.338,49;4.780,75;4.827,40;246,00;7.353,60;13,30;1.166,70;4.538,67;0,30;791,25;2.829,03;847,22
10.02.2022;12:00;37.870,49;10.951,67;4.806,39;4.820,40;246,00;7.354,60;13,30;1.158,80;4.164,67;0,30;793,80;2.801,10;759,46
10.02.2022;13:00;37.554,95;10.800,73;4.714,31;4.845,40;246,00;7.352,60;13,30;1.149,00;4.098,67;0,20;784,10;2.770,72;779,92
10.02.2022;14:00;37.633,81;10.904,04;4.710,53;4.785,40;246,00;7.351,60;13,30;1.143,40;4.204,07;0,20;778,76;2.756,62;739,89
10.02.2022;15:00;37.408,69;11.001,15;4.715,25;4.845,40;246,00;7.351,60;11,30;1.141,70;3.858,17;0,20;779,90;2.753,18;704,84
10.02.2022;16:00;37.462,32;10.909,92;4.682,10;4.790,40;246,00;7.350,60;15,30;1.137,00;4.054,67;0,20;789,92;2.858,63;627,58
10.02.2022;17:00;38.247,24;10.961,65;4.608,32;4.781,40;246,00;7.349,60;15,30;1.139,80;5.052,29;1,00;791,60;2.831,66;468,62
10.02.2022;18:00;38.623,30;10.870,62;4.455,30;4.781,40;246,00;7.349,60;13,30;1.143,41;5.710,87;1,10;786,70;2.853,48;411,52
10.02.2022;19:00;38.660,92;10.755,83;4.329,44;4.753,40;246,00;7.350,60;13,30;1.151,60;6.051,37;1,10;780,60;2.831,08;396,60
10.02.2022;20:00;36.770,36;9.347,59;4.231,34;4.748,40;246,00;7.350,60;11,80;1.159,50;5.645,07;1,10;787,38;2.832,98;408,60
10.02.2022;21:00;36.117,38;9.044,79;4.008,52;4.750,40;246,00;7.350,60;13,30;1.167,50;5.587,57;0,40;778,56;2.772,64;397,10
10.02.2022;22:00;35.271,19;8.254,93;3.605,06;4.544,40;246,00;7.350,60;13,30;1.172,04;6.040,67;0,40;783,50;2.863,19;397,10
10.02.2022;23:00;34.455,29;7.949,69;3.224,30;4.579,40;246,00;7.351,60;13,30;1.179,54;6.020,17;0,40;781,42;2.708,27;401,20
11.02.2022;00:00;31.916,50;6.426,31;2.872,42;4.356,20;246,00;7.273,20;13,30;1.191,24;5.623,36;0,50;772,50;2.753,27;388,20
11.02.2022;01:00;29.205,60;5.100,98;2.630,42;4.376,20;246,00;7.272,20;13,30;1.191,50;4.435,86;0,50;773,57;2.777,67;387,40
11.02.2022;02:00;27.399,75;5.089,30;2.469,90;4.462,20;246,00;7.272,20;12,30;1.193,20;2.901,66;0,50;773,72;2.591,77;387,00
11.02.2022;03:00;26.940,69;5.001,94;2.328,57;4.498,20;246,00;7.270,20;12,30;1.173,90;2.760,56;0,50;771,07;2.490,65;386,80
11.02.2022;04:00;27.114,80;5.021,02;2.227,40;4.509,20;246,00;7.404,50;12,30;1.176,64;2.881,66;0,50;769,67;2.478,61;387,30
11.02.2022;05:00;27.188,73;5.222,54;2.202,61;4.530,20;246,00;7.403,50;12,30;1.197,74;2.730,96;0,50;769,87;2.484,81;387,70
11.02.2022;06:00;28.180,72;6.295,70;2.104,07;4.570,20;246,00;7.403,50;12,30;1.198,34;2.721,06;1,30;773,87;2.466,98;387,40
11.02.2022;07:00;30.089,45;8.113,43;2.004,93;4.329,20;246,00;7.404,50;11,30;1.199,74;3.099,36;1,30;774,07;2.512,09;393,53
11.02.2022;08:00;32.791,30;10.604,12;1.923,73;4.423,32;246,00;7.404,50;11,30;1.199,44;2.972,46;1,30;782,55;2.666,91;555,67
11.02.2022;09:00;34.235,74;11.131,54;1.866,65;4.422,40;246,00;7.402,50;11,30;1.192,34;3.559,46;0,50;791,02;2.752,18;859,85
11.02.2022;10:00;34.707,98;11.297,73;1.695,17;4.514,40;246,00;7.390,75;11,30;1.182,30;3.745,16;0,40;794,25;2.822,34;1.008,18
11.02.2022;11:00;34.962,53;11.354,58;1.323,09;4.504,38;246,00;7.392,25;11,30;1.168,50;4.265,66;0,40;802,80;2.819,51;1.074,06
11.02.2022;12:00;34.533,04;11.250,26;1.182,63;4.426,40;246,00;7.393,25;11,30;1.160,80;4.312,46;0,30;790,95;2.666,84;1.091,85
11.02.2022;13:00;33.643,55;10.914,60;1.095,62;4.426,40;246,00;7.392,25;11,30;1.150,30;3.893,26;0,30;810,15;2.591,24;1.112,13
11.02.2022;14:00;34.303,96;11.316,86;1.055,43;4.430,90;246,00;7.403,50;11,30;1.137,70;4.175,76;0,30;813,61;2.593,77;1.118,83
11.02.2022;15:00;34.491,82;11.509,65;1.072,52;4.394,40;246,00;7.403,50;11,30;1.129,80;4.204,26;0,30;817,85;2.612,55;1.089,69
11.02.2022;16:00;34.535,38;11.734,69;1.082,98;4.419,40;246,00;7.399,50;11,30;1.129,20;4.056,56;0,30;816,72;2.716,77;921,96
11.02.2022;17:00;35.030,00;11.358,60;1.214,31;4.483,40;246,00;7.398,50;5,80;1.134,60;4.999,56;1,10;815,95;2.801,85;570,33
11.02.2022;18:00;35.520,12;11.268,99;1.353,21;4.336,40;253,00;7.398,50;6,80;1.142,10;5.678,96;1,20;807,45;2.868,04;405,47
11.02.2022;19:00;35.367,41;10.868,01;1.477,60;4.225,40;251,00;7.397,50;5,30;1.149,30;5.912,86;1,20;810,15;2.866,39;402,70
11.02.2022;20:00;34.468,15;9.839,04;1.673,96;4.335,40;253,00;7.396,50;5,30;1.151,50;5.758,71;0,40;810,43;2.841,11;402,80
11.02.2022;21:00;34.123,30;9.673,13;1.785,49;4.108,40;253,00;7.396,50;12,30;1.166,80;5.767,71;0,40;805,51;2.751,06;403,00
11.02.2022;22:00;34.356,88;8.667,78;1.896,13;4.110,40;253,00;7.396,50;13,30;1.164,70;6.803,81;0,50;801,15;2.846,31;403,30
11.02.2022;23:00;32.875,78;6.976,49;2.024,64;4.263,40;253,00;7.397,50;6,30;1.175,00;6.767,51;0,50;803,37;2.804,47;403,60
12.02.2022;00:00;30.691,19;5.552,87;2.223,74;4.394,10;246,00;7.402,00;11,30;1.162,20;6.040,47;0,50;768,27;2.531,74;358,00
12.02.2022;01:00;29.311,18;5.187,87;2.232,75;4.414,60;255,00;7.401,00;11,30;1.163,30;5.045,47;0,60;771,34;2.515,15;312,80
12.02.2022;02:00;28.017,34;5.187,17;2.154,99;4.593,00;255,00;7.406,50;13,30;1.185,80;3.837,57;0,60;773,09;2.298,12;312,20
12.02.2022;03:00;27.360,96;5.186,37;2.151,00;4.582,90;255,00;7.399,00;13,30;1.190,20;3.287,57;0,60;770,14;2.212,88;312,00
12.02.2022;04:00;26.585,74;5.186,47;2.114,36;4.655,40;255,00;7.406,50;13,30;1.191,80;2.476,87;0,60;766,64;2.206,30;312,50
12.02.2022;05:00;26.742,70;5.342,97;2.130,63;4.692,90;255,00;7.400,00;13,30;1.192,10;2.433,87;0,60;773,48;2.196,95;310,90
12.02.2022;06:00;27.725,21;6.278,07;2.175,44;4.716,50;255,00;7.400,00;13,30;1.194,40;2.401,27;1,30;772,74;2.205,99;311,20
12.02.2022;07:00;29.384,40;7.605,72;2.173,14;4.710,50;255,00;7.400,50;13,30;1.195,50;2.559,57;1,30;770,39;2.378,35;321,13
12.02.2022;08:00;32.025,16;10.265,08;2.009,98;4.651,40;255,00;7.402,50;13,30;1.179,60;2.445,27;1,30;773,02;2.514,22;514,49
12.02.2022;09:00;33.351,63;11.115,08;1.778,75;4.651,40;255,00;7.408,50;13,30;1.175,60;2.729,57;0,50;786,29;2.545,27;892,37
12.02.2022;10:00;33.363,76;11.108,65;1.412,16;4.651,40;246,00;7.408,00;13,30;1.168,00;2.875,07;0,40;786,67;2.627,69;1.066,42
12.02.2022;11:00;33.122,74;10.792,64;1.030,83;4.675,30;246,00;7.415,00;13,30;1.141,20;3.376,07;0,40;780,97;2.542,79;1.108,24
12.02.2022;12:00;32.127,53;10.281,69;883,76;4.613,10;254,00;7.415,80;13,30;1.137,10;3.294,07;0,40;779,60;2.355,62;1.099,09
12.02.2022;13:00;31.758,26;10.190,59;788,24;4.616,40;255,00;7.414,50;13,30;1.126,40;3.175,57;0,40;783,50;2.303,77;1.090,59
12.02.2022;14:00;31.638,41;10.202,69;766,64;4.651,40;255,00;7.411,80;13,30;1.112,90;3.139,47;0,40;782,00;2.208,74;1.094,07
12.02.2022;15:00;31.646,76;9.947,44;1.007,45;4.801,40;255,00;7.114,50;10,30;1.113,60;3.320,67;0,30;776,10;2.243,96;1.056,04
12.02.2022;16:00;32.677,55;10.288,29;1.344,55;4.846,40;255,00;7.415,50;13,30;1.120,10;3.443,97;0,30;777,82;2.295,89;876,43
12.02.2022;17:00;34.392,65;10.874,89;1.802,05;4.846,40;255,00;7.414,50;13,30;1.116,50;4.182,37;1,10;773,50;2.605,91;507,13
12.02.2022;18:00;35.810,98;10.948,09;2.362,72;4.833,40;255,00;7.414,50;13,30;1.131,20;5.020,17;1,20;784,71;2.717,35;329,34
12.02.2022;19:00;36.826,94;10.976,59;2.941,67;4.786,40;255,00;7.412,30;13,30;1.139,50;5.482,77;1,20;781,26;2.712,15;324,80
12.02.2022;20:00;35.540,87;9.799,54;3.426,21;4.786,40;246,00;7.403,50;13,30;1.146,60;4.922,94;0,50;797,12;2.673,86;324,90
12.02.2022;21:00;35.028,49;9.247,64;3.716,47;4.816,40;246,00;7.399,50;13,30;1.153,70;4.830,34;0,50;789,20;2.490,24;325,20
12.02.2022;22:00;34.696,62;7.514,82;4.149,53;4.756,40;246,00;7.399,80;5,30;1.167,10;5.940,24;0,60;795,55;2.395,18;326,10
12.02.2022;23:00;33.185,67;6.247,49;4.342,24;4.731,40;246,00;7.032,30;4,30;1.166,80;5.946,04;0,50;783,22;2.379,18;306,20
13.02.2022;00:00;30.598,49;4.723,97;4.590,08;4.827,20;250,00;7.187,30;9,30;1.161,90;4.499,24;0,50;776,84;2.306,66;265,50
13.02.2022;01:00;28.818,45;3.669,32;4.793,58;4.807,20;250,00;7.231,30;9,30;1.165,80;3.609,27;0,60;777,34;2.199,84;304,90
13.02.2022;02:00;27.500,76;3.462,65;4.864,39;4.813,20;250,00;6.980,20;5,30;1.168,10;2.851,77;0,60;775,19;2.024,96;304,40
13.02.2022;03:00;26.577,94;3.462,95;4.922,26;4.760,20;250,00;6.487,80;5,30;1.169,50;2.490,47;0,60;771,54;1.952,92;304,40
13.02.2022;04:00;26.170,76;3.463,95;4.919,51;4.801,20;250,00;6.658,50;5,30;1.170,40;1.875,77;0,60;774,84;1.946,29;304,40
13.02.2022;05:00;26.101,22;3.463,45;4.974,86;4.826,20;250,00;6.613,20;5,30;1.173,74;1.829,87;0,60;775,14;1.884,46;304,40
13.02.2022;06:00;26.324,22;3.459,45;4.952,70;4.816,20;250,00;6.733,00;5,30;1.176,34;1.960,17;1,30;779,84;1.884,72;305,20
13.02.2022;07:00;26.544,75;3.683,80;4.928,07;4.966,20;250,00;6.628,50;4,30;1.176,20;1.885,67;1,30;782,09;1.920,07;318,55
13.02.2022;08:00;26.145,62;3.739,60;4.911,40;5.011,60;250,00;6.112,70;4,30;1.170,70;1.673,57;1,30;788,02;2.029,00;453,43
13.02.2022;09:00;26.683,48;3.852,60;4.889,83;4.971,60;250,00;5.977,20;4,30;1.160,60;1.930,37;0,50;794,79;2.125,90;725,79
13.02.2022;10:00;27.081,36;4.008,50;4.789,70;4.974,60;250,00;6.113,20;4,30;1.154,44;1.980,87;0,40;793,47;2.126,45;885,43
13.02.2022;11:00;27.513,83;4.150,40;4.689,79;4.984,60;250,00;6.336,70;4,30;1.143,80;2.012,87;0,40;795,30;2.187,82;957,85
13.02.2022;12:00;27.430,79;4.211,40;4.598,34;4.980,70;250,00;6.277,50;4,30;1.134,30;2.029,87;0,40;796,40;2.158,54;989,04
13.02.2022;13:00;27.795,54;4.400,40;4.590,01;5.028,00;250,00;6.209,40;4,30;1.126,60;2.339,87;0,40;788,94;2.073,91;983,71
13.02.2022;14:00;28.269,61;4.401,40;4.666,89;5.053,80;250,00;6.582,20;4,30;1.121,50;2.407,07;0,40;805,30;2.026,43;950,32
13.02.2022;15:00;28.196,98;4.417,40;4.760,82;4.879,60;250,00;6.840,50;1,30;1.117,10;2.208,67;0,30;795,20;2.072,11;853,98
13.02.2022;16:00;29.294,01;5.269,90;4.943,99;4.981,60;250,00;6.841,50;4,30;1.114,50;2.197,67;0,30;796,07;2.222,59;671,59
13.02.2022;17:00;31.081,81;6.055,40;5.160,86;5.040,60;250,00;7.147,40;4,30;1.123,00;2.807,67;1,10;791,21;2.269,83;430,44
13.02.2022;18:00;33.266,93;7.456,91;5.133,57;4.951,60;250,00;7.325,50;8,30;1.135,10;3.598,27;1,20;785,91;2.311,47;309,10
13.02.2022;19:00;33.785,12;7.504,61;5.042,18;4.804,60;250,00;7.324,50;5,30;1.145,80;4.261,17;1,20;788,19;2.353,57;304,00
13.02.2022;20:00;33.208,19;7.155,98;4.838,02;4.783,70;250,00;7.398,50;8,30;1.154,60;4.129,07;0,50;786,82;2.398,30;304,40
13.02.2022;21:00;32.302,01;6.855,68;4.550,49;4.861,60;250,00;7.220,50;8,30;1.158,20;4.051,07;0,50;778,95;2.262,32;304,40
13.02.2022;22:00;31.996,35;5.602,25;4.276,47;4.738,60;250,00;7.130,50;6,30;1.165,40;5.521,27;0,60;774,23;2.225,83;304,90
13.02.2022;23:00;30.662,19;4.531,25;4.036,14;4.868,30;250,00;7.131,50;6,30;1.170,40;5.440,37;0,50;777,82;2.144,21;305,40
14.02.2022;00:00;29.404,25;5.023,23;3.653,33;5.004,30;202,00;7.077,50;5,30;1.166,70;4.175,36;0,50;768,33;2.014,10;313,60
14.02.2022;01:00;27.593,52;4.298,80;3.554,91;5.044,80;225,00;6.960,50;5,30;1.170,50;3.186,82;0,60;770,50;2.062,49;313,30
14.02.2022;02:00;26.492,62;4.042,10;3.377,28;5.123,30;250,00;7.076,50;4,30;1.171,10;2.454,16;0,60;772,49;1.908,19;312,60
14.02.2022;03:00;25.881,83;4.163,30;3.339,58;5.168,30;250,00;7.074,50;4,30;1.175,90;1.760,16;0,60;771,20;1.861,29;312,70
14.02.2022;04:00;25.735,16;4.192,70;3.229,18;5.173,30;250,00;7.224,50;4,30;1.176,40;1.609,06;0,60;774,30;1.788,12;312,70
14.02.2022;05:00;25.724,45;4.274,40;3.108,70;5.173,30;250,00;7.223,50;4,30;1.178,40;1.631,56;0,60;772,70;1.803,69;303,30
14.02.2022;06:00;27.045,37;5.426,67;3.042,38;5.194,30;250,00;7.401,50;7,30;1.178,50;1.611,86;1,30;772,90;1.854,76;303,90
14.02.2022;07:00;30.063,93;7.547,76;2.843,25;5.329,30;250,00;7.402,50;6,30;1.177,90;2.335,16;1,30;775,69;2.080,97;313,80
14.02.2022;08:00;32.589,29;10.164,71;2.588,27;5.044,40;250,00;7.402,50;6,30;1.175,10;2.428,06;1,30;781,96;2.298,28;448,41
14.02.2022;09:00;33.948,43;10.787,93;2.441,71;5.324,40;250,00;7.400,50;6,30;1.169,40;2.655,46;0,50;781,11;2.440,49;690,63
14.02.2022;10:00;34.740,47;11.319,25;2.219,04;5.305,40;250,00;7.402,00;6,30;1.158,60;2.947,96;0,40;773,32;2.524,60;833,60
14.02.2022;11:00;35.274,99;11.328,99;1.944,12;5.268,40;250,00;7.403,50;6,30;1.144,90;3.743,96;0,40;774,74;2.509,97;899,71
14.02.2022;12:00;35.045,11;11.332,17;1.761,86;5.211,50;240,00;7.404,50;4,30;1.133,80;3.761,96;0,40;779,04;2.486,34;929,24
14.02.2022;13:00;34.877,55;11.377,53;1.715,78;5.241,40;242,00;7.402,50;6,30;1.132,50;3.530,16;0,40;779,34;2.527,11;922,53
14.02.2022;14:00;34.987,30;11.426,74;1.621,72;5.231,40;250,00;7.401,50;6,30;1.126,80;3.715,06;0,40;789,54;2.519,43;898,41
14.02.2022;15:00;35.211,48;11.625,85;1.631,47;5.263,40;250,00;7.401,50;6,30;1.116,19;3.815,56;0,30;788,84;2.500,35;811,72
14.02.2022;16:00;35.127,48;11.381,62;1.718,33;5.283,40;250,00;7.402,50;6,30;1.114,90;3.928,96;0,30;795,52;2.572,55;673,10
14.02.2022;17:00;35.448,77;10.981,35;1.795,47;5.309,40;250,00;7.401,50;6,30;1.117,80;4.761,66;1,10;783,24;2.600,90;440,05
14.02.2022;18:00;35.693,52;10.890,42;1.802,15;5.332,40;250,00;7.401,50;7,30;1.129,20;5.049,46;1,20;791,00;2.719,01;319,88
14.02.2022;19:00;35.611,39;10.479,08;1.862,89;5.280,40;250,00;7.400,50;7,30;1.136,70;5.401,96;1,20;790,70;2.684,86;315,80
14.02.2022;20:00;34.137,46;9.666,92;1.855,95;5.264,40;231,00;7.400,50;7,30;1.147,50;4.843,36;0,50;789,52;2.614,51;316,00
14.02.2022;21:00;34.059,17;9.514,62;1.792,65;5.397,40;222,00;7.400,50;7,30;1.159,10;4.956,86;0,50;785,14;2.507,10;316,00
14.02.2022;22:00;33.721,69;7.942,25;1.675,87;5.367,40;231,00;7.400,50;8,30;1.163,40;6.329,96;0,60;786,54;2.499,87;316,00
14.02.2022;23:00;32.425,62;7.048,31;1.512,86;5.379,40;237,00;7.401,50;8,30;1.168,90;6.068,56;0,50;782,62;2.501,37;316,30
15.02.2022;00:00;29.453,12;6.036,12;1.333,90;5.330,20;250,00;7.410,50;5,30;1.166,44;4.505,92;0,50;776,62;2.337,22;300,40
15.02.2022;01:00;27.688,56;5.441,14;1.179,82;5.329,20;250,00;7.407,50;5,30;1.166,54;3.499,22;0,50;782,49;2.326,35;300,50
15.02.2022;02:00;26.440,79;5.440,54;1.067,31;5.364,20;250,00;7.407,50;4,30;1.168,94;2.351,32;0,60;783,44;2.302,74;299,90
15.02.2022;03:00;25.411,15;5.439,87;966,10;5.359,20;250,00;7.410,50;4,30;1.171,64;1.557,22;0,60;783,69;2.168,13;299,90
15.02.2022;04:00;25.389,20;5.440,17;854,24;5.359,20;250,00;7.406,50;4,30;1.172,34;1.744,12;0,60;789,29;2.068,64;299,80
15.02.2022;05:00;25.335,80;5.441,56;835,89;5.351,40;250,00;7.408,50;4,30;1.174,54;1.744,02;0,60;788,59;2.036,50;299,90
15.02.2022;06:00;25.513,10;5.706,80;815,72;5.360,20;250,00;7.407,50;4,30;1.175,94;1.648,72;1,40;790,59;2.051,23;300,70
15.02.2022;07:00;28.306,63;7.525,52;772,68;5.315,20;250,00;7.407,50;4,30;1.173,40;2.568,32;1,30;791,54;2.185,13;311,74
15.02.2022;08:00;31.210,65;10.102,37;712,56;5.359,40;250,00;7.407,50;4,30;1.181,90;2.598,82;1,30;799,07;2.342,41;451,02
15.02.2022;09:00;32.778,17;11.029,79;697,86;5.309,40;250,00;7.413,50;4,30;1.174,10;2.906,22;0,50;813,34;2.471,77;707,39
15.02.2022;10:00;34.515,16;12.088,01;590,15;5.288,38;250,00;7.411,00;3,30;1.161,80;3.495,12;0,40;803,12;2.517,89;905,99
15.02.2022;11:00;35.850,91;12.471,16;519,62;5.315,40;235,00;7.410,50;3,30;1.150,00;4.526,32;0,40;801,65;2.491,42;926,14
15.02.2022;12:00;34.757,02;12.223,74;485,13;5.217,40;120,00;7.327,50;3,30;1.140,10;4.119,62;0,40;800,05;2.420,34;899,44
15.02.2022;13:00;34.990,45;12.485,90;504,26;5.245,92;125,00;7.326,50;3,30;1.135,00;3.976,12;0,40;804,25;2.507,34;876,46
15.02.2022;14:00;35.340,92;12.617,51;518,90;5.247,40;125,00;7.326,50;3,30;1.124,80;4.126,80;0,30;799,55;2.524,69;926,17
15.02.2022;15:00;35.380,25;12.637,82;566,42;5.263,40;125,00;7.326,50;3,30;1.115,50;4.200,42;0,30;802,95;2.463,25;875,39
15.02.2022;16:00;35.011,91;12.169,49;631,35;5.248,40;125,00;7.326,50;4,30;1.114,30;4.277,92;0,30;804,87;2.572,15;737,33
15.02.2022;17:00;35.344,76;11.702,12;683,36;5.253,40;125,00;7.327,50;4,30;1.116,60;5.236,92;1,10;800,65;2.633,01;460,80
15.02.2022;18:00;35.694,58;11.623,79;756,63;5.284,40;125,00;7.326,50;4,30;1.127,49;5.633,02;1,20;800,25;2.678,43;333,57
15.02.2022;19:00;35.600,10;11.214,55;835,06;5.225,40;125,00;7.327,50;4,30;1.133,49;5.940,62;1,20;797,25;2.668,13;327,60
15.02.2022;20:00;33.655,68;10.009,63;902,28;5.236,40;125,00;7.322,50;4,30;1.146,00;5.105,52;0,50;807,21;2.668,44;327,90
15.02.2022;21:00;33.199,93;9.593,23;913,97;5.232,40;125,00;7.325,50;4,30;1.151,30;5.134,52;0,50;804,71;2.580,10;334,40
15.02.2022;22:00;33.633,79;8.503,64;974,04;5.276,40;250,00;7.326,50;5,30;1.162,50;6.459,62;0,50;803,85;2.537,34;334,10
15.02.2022;23:00;32.622,09;7.892,00;974,39;5.276,40;250,00;7.328,50;5,30;1.166,59;6.112,52;0,50;795,77;2.485,32;334,80
16.02.2022;00:00;28.513,28;5.370,20;998,37;5.115,30;240,00;7.239,00;5,30;1.171,40;5.055,12;0,50;785,37;2.197,12;335,60
16.02.2022;01:00;26.321,49;4.894,73;1.049,66;5.125,30;240,00;7.238,00;5,30;1.176,50;3.311,62;0,50;787,14;2.157,94;334,80
16.02.2022;02:00;25.517,64;4.924,13;1.103,57;5.124,30;240,00;7.237,00;5,30;1.178,70;2.375,62;0,50;802,09;2.191,93;334,50
16.02.2022;03:00;25.170,57;4.893,46;1.161,27;5.123,30;240,00;7.240,00;5,30;1.181,10;2.029,12;0,50;792,94;2.168,98;334,60
16.02.2022;04:00;25.006,32;4.913,66;1.234,39;5.123,30;240,00;7.237,00;5,30;1.183,20;1.894,12;0,50;802,24;2.038,11;334,50
16.02.2022;05:00;25.014,73;4.900,21;1.259,97;5.126,30;240,00;7.238,00;5,30;1.184,30;1.893,12;0,50;812,04;2.020,99;334,00
16.02.2022;06:00;25.691,30;5.571,01;1.287,24;5.126,30;240,00;7.238,00;5,30;1.186,50;1.887,62;1,30;811,74;2.001,89;334,40
16.02.2022;07:00;28.037,43;6.736,99;1.349,17;5.127,30;240,00;7.330,00;5,30;1.185,30;2.847,02;1,30;811,19;2.055,93;347,93
16.02.2022;08:00;31.468,24;9.448,34;1.393,29;5.127,39;240,00;7.330,00;4,30;1.184,60;2.943,02;1,30;818,42;2.467,52;510,06
16.02.2022;09:00;33.815,65;11.123,76;1.406,33;5.125,26;240,00;7.334,00;4,30;1.171,70;3.260,32;0,40;830,17;2.601,38;718,03
16.02.2022;10:00;35.344,41;11.734,06;1.331,68;5.098,40;226,00;7.333,50;4,30;1.158,94;4.173,52;0,40;807,39;2.566,65;909,57
16.02.2022;11:00;35.192,24;11.590,91;1.143,44;5.098,40;240,00;7.333,00;4,30;1.147,50;4.316,52;0,40;803,40;2.501,46;1.012,91
16.02.2022;12:00;34.064,16;11.112,01;1.023,14;5.070,40;240,00;7.333,00;4,30;1.133,60;3.879,52;0,30;820,40;2.389,61;1.057,88
16.02.2022;13:00;33.900,44;11.086,97;991,96;5.080,36;240,00;7.333,00;3,30;1.125,40;3.811,42;0,30;825,50;2.322,10;1.080,13
16.02.2022;14:00;34.278,68;11.270,58;938,47;5.101,40;240,00;7.332,00;3,30;1.119,80;4.017,32;0,30;825,50;2.371,97;1.058,04
